Epoch,AverageEpRet,MaxEpRet,MinEpRet,AverageEpCost1,MaxEpCost1,MinEpCost1,AverageEpCost2,MaxEpCost2,MinEpCost2,CumulativeCost1,CumulativeCost2,CostRate1,CostRate2,AverageLossPi,StdLossPi,MaxLossPi,MinLossPi,AverageLossQR1,StdLossQR1,MaxLossQR1,MinLossQR1,AverageLossQC1,StdLossQC1,MaxLossQC1,MinLossQC1,AverageLossQC2,StdLossQC2,MaxLossQC2,MinLossQC2,AveragePiEntropy,StdPiEntropy,MaxPiEntropy,MinPiEntropy,TotalTime
68,-138150700,-59178212.06,-572733226.5,3484.43611,28884.21429,325.0556946,0,0,0,573545,1418011.4,8312.246377,20550.88949,35715280,2189815,45276016,32800170,1.266E+12,1.80368E+12,9.589E+12,2.08496E+11,1207.9938,792.719,5458.808,304.5879,491800.7,426177.62,2170891,81799.04,-106.74145,4.37825,-93.86897,-119.460785,775.7561343
69,-158718050,-60293784.88,-592734439.3,9062.5576,34387.68896,845.426882,1625.4486,1625.4486,1625.4486,579262,1419636.8,8275.171429,20280.525,35705576,2784622.2,50390730,32171852,1.03233E+12,1.40139E+12,8.5424E+12,2.20138E+11,1110.6686,638.3608,3748.0166,358.04437,489035.03,470745.1,2714704.5,72020.91,-98.54812,7.1302214,-82.73434,-116.272415,787.2954023
70,-175939490,-58809301.3,-609149005.3,14683.62,39934.34265,1369.803936,27210.77,27210.77,27210.77,585328,1446847.5,8244.056338,20378.1338,35376452,2500028,47161096,32199714,9.61074E+11,1.34979E+12,9.20058E+12,1.99424E+11,1093.0536,686.22723,3318.0073,223.1501,490376.4,494514.28,3024060,80062.67,-95.93321,4.599733,-83.820656,-106.23901,799.0856431
71,-164734400,-58959657.74,-595013005,4067,29243.55129,379.4018511,7375.301,7375.301,7375.301,590919,1454222.9,8207.208333,20197.53993,35342050,2638154,53409424,32018802,1.04069E+12,1.47366E+12,8.46935E+12,2.39675E+11,1056.5336,661.98755,4957.2305,206.02849,522676.03,467318.88,2628521,89037.42,-101.44881,4.9871416,-88.55115,-115.23033,811.0093548
72,-143562990,-58541743.11,-570172732,3029,28131.61651,282.5690206,651.53455,651.53455,651.53455,595382,1454874.4,8155.917808,19929.78596,34814500,1956665.4,49970960,31696014,1.10266E+12,1.58079E+12,1.25193E+13,2.07293E+11,991.15814,579.40326,3883.9473,287.476,521685.44,476801.6,2757455,83154.92,-100.7335,3.151983,-92.96145,-111.369865,822.8297172
73,-163135020,-57113462.84,-589145576,3007,28035.91758,280.516687,684.12415,684.12415,684.12415,601437,1455558.5,8127.527027,19669.70946,35107056,2679966.5,59565336,32222600,1.06618E+12,1.6347E+12,1.08297E+13,2.01574E+11,1038.3118,647.25146,3713.739,279.31354,482010,410490.78,2007847.2,70176.1,-103.40119,4.308256,-93.839294,-117.125565,834.5916793
74,-154027260,-56433953.07,-577295421.8,3685,28640.45372,343.7658769,66.112946,66.112946,66.112946,606611,1455624.6,8088.146667,19408.32833,34796570,2321858.2,45067770,31655800,9.73686E+11,1.38376E+12,8.88823E+12,2.1925E+11,899.33875,490.8885,3246.9082,236.86737,534944.5,511841.53,2825795,79093.09,-98.53283,3.4069366,-90.090454,-107.88416,846.0969539
75,-153782130,-57074291.82,-574983613.9,4580.865637,29463.08984,427.3392924,88.569145,88.569145,88.569145,611914,1455713.2,8051.5,19154.12171,34301252,2203467,48112276,30923766,1.00829E+12,1.28685E+12,7.19279E+12,1.93439E+11,985.8141,691.2163,4643.991,251.085,515425.84,474263.62,2981745,89818.57,-93.65228,3.3660257,-85.81116,-103.39735,857.7391136
76,-156516370,-60216749.52,-575885080.6,3773.478143,28582.70642,352.0198161,573.8234,573.8234,573.8234,617226,1456287,8015.922078,18912.81818,34430788,2059381.6,45860148,32015582,9.2173E+11,1.07279E+12,6.98205E+12,2.2853E+11,930.32764,506.9615,3389.9805,285.21863,510498.47,456115.38,2916392.5,98055.555,-92.940056,3.3156679,-83.23025,-103.149445,869.74052
77,-150570060,-59684801.11,-567464334,6183.0568,30919.52199,576.8043263,1.3313,1.3313,1.3313,622208,1456288.4,7977.025641,18670.36378,34707140,1901346.8,44170144,31579290,1.14617E+12,1.62876E+12,1.17479E+13,2.21852E+11,952.9963,632.69476,4523.9766,252.73343,456709.97,416505.88,2867102,83903.055,-90.1644,5.2544923,-81.90236,-105.81169,881.7306192
78,-150969460,-58284181.5,-565875871.8,34026.514,58690.4482,3174.261716,285.60696,285.60696,285.60696,627514,1456574,7943.21519,18437.64557,34347844,1780770,42497600,31820874,1.0458E+12,1.72548E+12,1.25408E+13,2.30165E+11,924.2606,678.5989,5544.061,242.05823,458191.12,389469.56,2372415.8,88547.81,-91.660355,3.0166965,-84.33346,-101.93883,893.7314444
79,-172525140,-57886842.2,-587042306,5380.463255,29972.09782,501.9320675,2169.9302,2169.9302,2169.9302,634511,1458743.9,7931.3875,18234.29844,34039830,1520068.5,40885884,31567622,9.02524E+11,1.16301E+12,6.75145E+12,1.94965E+11,845.56775,517.6216,3125.176,232.43687,410233.44,336082.8,2064768.8,79505.94,-93.1957,3.3950663,-85.285965,-104.99085,905.2718372
80,-150614020,-60057512.7,-561488105.3,16397.511,40917.07656,1529.689212,528.2091,528.2091,528.2091,639498,1459272.1,7895.037037,18015.70525,34224068,1746465.9,41964372,31458808,1.14775E+12,1.56902E+12,8.78122E+12,1.9528E+11,940.3298,740.8074,4787.54,285.26996,520398.88,434860.2,2382338.8,93675.84,-93.205315,2.9677992,-85.476845,-100.96112,916.7581286
81,-150790030,-59240988.4,-559689446.8,13134.6343,37582.36073,1225.302328,0,0,0,644749,1459272.1,7862.792683,17796.00152,34500276,1975596.1,43642052,31692948,1.07964E+12,1.51696E+12,8.57369E+12,1.90528E+11,822.6261,555.28925,4743.903,192.69388,484596.56,328363.03,1912551.1,73872.82,-90.17184,4.8301897,-77.41909,-100.66337,928.7243247
82,-152130620,-59952797.41,-559152704,6867.99286,31244.10932,640.7005666,88.17929,88.17929,88.17929,650044,1459360.2,7831.855422,17582.65361,34307610,1906909.4,42863270,31217032,1.01492E+12,1.14389E+12,7.22678E+12,2.05757E+11,804.6029,569.3258,3805.1294,235.77829,460651.6,340232.88,2555931,64713.363,-93.74441,3.537449,-86.403076,-107.315445,940.3050392
83,-187502140,-61323028.43,-595212037.7,7487.7485,31792.48341,698.5162629,915.287,915.287,915.287,658568,1460275.5,7840.095238,17384.23214,34628044,2436412.8,44489176,31207086,1.19265E+12,1.32179E+12,6.69117E+12,1.90057E+11,820.6171,561.1079,4154.3,189.981,455266.88,309365.78,1860915.1,115234.46,-90.499756,2.9395077,-81.97948,-98.558235,951.9309387
84,-147436640,-62984582.23,-550179747.6,17491.467,41725.04805,1631.74206,907.3071,907.3071,907.3071,663493,1461182.9,7805.8,17190.38676,34103356,1719590.9,43448650,31476714,1.06022E+12,1.31614E+12,6.49551E+12,2.1116E+11,803.839,539.3309,3065.311,201.71306,499215.6,324502.97,2105446,95042.1,-97.17174,5.168006,-83.79176,-113.34977,963.980428
85,-150327220,-63959147.79,-551338755.7,5666.38025,29829.03441,528.6046609,489.23276,489.23276,489.23276,668651,1461672.1,7775.011628,16996.1875,34174652,2661629.5,57861376,31402738,9.47773E+11,1.21058E+12,7.54094E+12,2.04829E+11,748.0546,477.65628,2451.0225,190.80457,443433.7,297960.16,1652613,88135.164,-98.47542,3.7880645,-89.2388,-109.87082,975.7578485
86,-155683380,-63814742.28,-555158173.2,20352.138,44444.09151,1898.608023,34.894043,34.894043,34.894043,674392,1461707,7751.632184,16801.22989,33871876,2008883.6,44680930,30772070,1.14219E+12,1.54753E+12,7.28255E+12,2.05544E+11,790.43866,727.776,5752.736,173.24297,434141.25,268162.56,1479732.5,81276.69,-100.316124,4.651362,-87.60341,-112.183266,987.6825795
87,-176895360,-62657108.13,-576033635,9085.732,33107.21037,847.5887728,4627.5996,4627.5996,4627.5996,681739,1466334.6,7747.034091,16662.89347,33630788,2679154.2,52823656,30724636,1.01287E+12,1.1867E+12,5.55896E+12,2.0126E+11,765.356,537.2869,4072.8289,223.4479,455756.2,270051.2,1652892.5,115390.766,-99.5012,4.024007,-88.869804,-112.18878,998.991534
88,-147175300,-63396339.37,-542162283.1,34476.637,58427.86504,3216.252741,0,0,0,686656,1466334.6,7715.235955,16475.66994,33381074,2291826.5,45003410,30700644,8.05373E+11,1.00664E+12,6.8787E+12,1.73677E+11,694.4875,492.28214,3524.9492,185.79318,421546.56,304248.9,2204324,82934.95,-96.91808,3.8522797,-87.460434,-107.67902,1011.16757
89,-163293520,-63039472.5,-557580654.9,14028.425,37909.6268,1308.682177,0,0,0,693091,1466334.6,7701.011111,16292.60694,33246288,2130880.8,45387556,30203126,9.34454E+11,1.21778E+12,6.86817E+12,2.13176E+11,847.3591,865.67755,7402.4453,191.62602,470822.84,409575.16,3155797.8,93425.01,-90.68688,2.994971,-81.9878,-98.27931,1023.084993
90,-173918540,-62308702.68,-567102857.8,31494.53,55305.92892,2938.058269,1693.8025,1693.8025,1693.8025,700486,1468028.4,7697.648352,16132.17995,32045926,2210904.5,49086764,29380692,8.46201E+11,9.84721E+11,5.81393E+12,1.754E+11,738.2475,746.3737,4954.316,194.79318,409703.2,338237.34,2234547.5,86129.14,-98.97467,4.330847,-87.70233,-108.05036,1034.21037
91,-181464820,-60246962.79,-573324601,4738,28479.8187,441.9980257,2559.3984,2559.3984,2559.3984,708461,1470587.8,7700.663043,15984.64946,31368648,2028047.5,42555656,29284162,8.28859E+11,9.63704E+11,6.28742E+12,1.85932E+11,716.5877,574.933,3838.8904,165.25322,360902.6,315766.1,1998794.8,74444.734,-89.35906,5.071578,-79.738785,-104.42894,1045.879875
92,-164185840,-60242208.97,-552866420.2,24844.656,48517.11643,2317.705551,742.10425,742.10425,742.10425,714962,1471329.9,7687.763441,15820.75134,30847844,1579821.2,40531350,28952224,8.96245E+11,1.04544E+12,7.14503E+12,2.1193E+11,668.9373,719.9689,7235.31,153.82024,357189.7,349212.7,2131243.8,56707.234,-86.31002,2.7760499,-80.163284,-93.07781,1057.7203
93,-146123710,-61398257.13,-531575646.4,41135.785,64739.10839,3837.470611,0,0,0,719845,1471329.9,7657.925532,15652.44548,30292552,1093988.1,37161104,28708500,8.36038E+11,1.13336E+12,7.60497E+12,1.91029E+11,630.00415,548.0629,4386.1895,180.62485,303028.53,250352.94,1717318,58304.465,-86.70239,3.942797,-76.15254,-93.73695,1069.438648
94,-150962880,-63082572.11,-534915095,12625.781,36160.18789,1177.832477,296.09036,296.09036,296.09036,725198,1471626,7633.663158,15490.8,29923724,863609.2,34428260,28185628,7.06455E+11,7.8774E+11,6.06273E+12,1.69229E+11,559.5126,457.98053,2661.6353,111.946884,224639.5,254049.67,2009502.9,18768.713,-88.27912,2.364337,-81.43166,-95.91925,1081.235132
95,-160359440,-62023715.32,-543163406.8,14895.214,38360.92422,1389.543094,0,0,0,731523,1471626,7620.03125,15329.4375,29818340,827262.5,35215450,27966690,7.73877E+11,8.96335E+11,6.00386E+12,1.64238E+11,580.4789,439.28577,2777.8577,133.42804,218478.28,226385.77,1630061.5,32252.717,-86.14676,2.249108,-80.354645,-92.31266,1093.193507
96,-142451360,-63800301.33,-522066057.7,16265.362,39662.59467,1517.361311,1582.5895,1582.5895,1582.5895,735994,1473208.6,7587.56701,15187.71778,29679910,999850.8,36585730,28239910,8.41957E+11,1.13449E+12,6.16193E+12,1.69221E+11,596.2349,486.46335,2563.2014,127.57191,192879.73,190706.17,1600270.5,21334.988,-96.91332,4.1734047,-85.835846,-107.73973,1105.375299
97,-137625970,-63428635.74,-515042925.4,128151.414,151480.3876,11954.97509,271.7287,271.7287,271.7287,740156,1473480.2,7552.612245,15035.51276,29226724,838952.9,33245886,27970382,7.60769E+11,8.79699E+11,4.21828E+12,1.7551E+11,538.2759,426.66504,2259.9937,128.53021,158927.77,165770,1676481.5,23071.117,-103.61928,3.601348,-94.76277,-114.942505,1117.681107
98,-151037380,-65679610.81,-527635084.7,19171.97,42432.90218,1788.51264,0,0,0,745575,1473480.2,7531.060606,14883.63889,29121530,884796.94,34246588,27598044,8.36385E+11,9.26092E+11,5.68403E+12,1.80208E+11,544.7734,410.58957,2333.254,138.11038,195968.64,232090.72,1521376.1,26445.074,-96.46383,5.0413003,-84.56183,-109.42886,1130.27533
99,-144921940,-65972173.47,-519243252.8,39297.984,62491.09183,3666.026032,0,0,0,750439,1473480.2,7504.39,14734.8025,29081426,807387.1,32459796,27772474,8.59801E+11,9.78222E+11,6.32061E+12,1.8993E+11,504.33444,398.28098,2172.6135,117.43905,204007.81,180843.2,1468831.8,49387.434,-86.86306,4.967266,-75.7546,-100.16244,1142.286703
100,-166973180,-69493730.27,-541142114.2,77956.47,101081.9698,7272.394645,2431.4424,2431.4424,2431.4424,757246,1475911.8,7497.485149,14612.98762,29243706,839243,33400530,28039142,7.92896E+11,1.0322E+12,5.65273E+12,1.77226E+11,477.9494,388.9783,2669.144,129.08061,219126.38,191495.98,1365355,33936.297,-77.9393,3.593339,-70.20808,-86.98791,1153.722529
101,-181051500,-71678275.44,-554478382.8,7510.9626,30569.07009,700.6818573,1016.7276,1016.7276,1016.7276,765305,1476928.5,7502.990196,14479.69118,29259390,845627.4,33966184,27596244,7.84264E+11,1.01839E+12,5.55715E+12,1.64234E+11,442.16467,364.50574,2279.913,114.54263,198240.64,163576.38,1228951.2,27223.348,-76.0698,2.5420697,-69.36373,-82.986305,1165.435533
102,-156998300,-74086550.01,-526828872.6,73252.04,96242.97011,6833.528294,0,0,0,771211,1476928.5,7487.485437,14339.11165,29476152,1110926.4,36636188,27862568,7.6107E+11,9.70463E+11,5.16712E+12,1.50194E+11,434.4255,354.05804,1927.5955,103.72353,169770.58,118911.69,1124404.9,25013.6,-72.84072,3.5729663,-65.53979,-83.590164,1177.33988
103,-174074850,-75082276.82,-543406359.2,7370.4915,30294.45852,687.5776047,978.4546,978.4546,978.4546,778512,1477906.9,7485.692308,14210.64303,29189414,837385.9,32797272,27722492,7.37243E+11,9.99851E+11,7.78777E+12,1.67672E+11,387.6618,261.52362,1724.317,95.94893,178653.52,163984.25,1327616.1,25277.594,-71.15048,2.2332911,-65.795044,-77.23396,1189.386993
104,-154745620,-77259353.6,-520853300,76968,99825.21752,7180.182364,3041.3499,3041.3499,3041.3499,783952,1480948.2,7466.209524,14104.26905,29085010,736052.3,32161408,27500220,8.72978E+11,1.02623E+12,6.66798E+12,1.6994E+11,464.28345,337.3399,1964.9086,101.558266,180278.12,160960.75,1220686.6,29819.598,-72.52449,3.01301,-63.42508,-79.492,1201.332244
105,-208655440,-80578396.18,-577047464,7499.456,30290.13694,699.6084309,47806.766,47806.766,47806.766,792256,1528755,7474.113208,14422.21698,29006014,913910,33812640,27778720,7.95153E+11,9.48889E+11,4.8745E+12,1.75557E+11,434.74762,304.378,1926.5685,108.57678,168561.19,100573.46,688635.25,48523.95,-70.63526,2.6688755,-64.99942,-78.38646,1213.33411
106,-183887100,-86508648.63,-548664476.6,5383.5845,28107.9411,502.2232419,17163.732,17163.732,17163.732,799745,1545918.8,7474.252336,14447.83879,28996952,732050.3,32921252,27529134,8.49147E+11,1.16063E+12,8.71635E+12,1.25513E+11,440.6307,324.5847,1753.683,107.034195,177853.77,146724.03,1085750,32387.797,-74.84514,3.8741207,-63.69463,-87.56692,1224.618724
107,-219899330,-89474135.1,-585634665.8,2975.38886,25633.63268,277.5677505,29719.121,29719.121,29719.121,810002,1575637.9,7500.018519,14589.23958,29205386,765696.7,33846070,28038140,7.6695E+11,9.16814E+11,4.31779E+12,1.76582E+11,424.22598,314.36725,1753.3297,128.4896,174805.08,133838.47,1217370,40851.21,-75.43399,4.081631,-66.05994,-90.28104,1236.170673
108,-179777310,-97186605,-540762543,5479.80768,28072.14961,511.1996994,8432.187,8432.187,8432.187,817454,1584070.1,7499.577982,14532.75344,29378780,828590.94,33565380,28095100,7.70661E+11,1.01198E+12,5.66071E+12,1.36149E+11,393.90524,300.05914,2245.2285,104.6136,165086.6,103867.47,1101172.9,36393.88,-68.87187,2.5629094,-60.577793,-75.5441,1247.830705
109,-188312910,-98998348.89,-548210275.1,7073.8757,29600.52595,659.9069424,8820.283,8820.283,8820.283,825569,1592890.4,7505.172727,14480.82159,29614336,755799.56,35446650,28338182,8.97014E+11,1.02752E+12,4.89351E+12,1.62353E+11,443.6266,390.2849,2988.2058,110.61414,188698.2,151357.02,982654.56,32400.613,-71.79384,2.7894104,-63.130203,-77.556984,1259.846777
110,-174403020,-106718863,-531535736.9,6045.8147,28506.98281,564.0013003,13469.987,13469.987,13469.987,832271,1606360.4,7497.936937,14471.71509,29801836,984999.3,35741016,28485960,8.38701E+11,9.47828E+11,4.0155E+12,1.40634E+11,399.22757,333.00964,2707.1543,104.15005,171413.44,142978.06,1239357.4,28387.984,-70.29668,2.450982,-63.187145,-77.76021,1272.15749
111,-175994610,-110630523.8,-531535208,6640.3921,29036.28694,619.4681718,608.787,608.787,608.787,839697,1606969.1,7497.294643,14347.93862,29547786,856592.44,34687710,28167590,8.90784E+11,1.05924E+12,6.4404E+12,1.7485E+11,436.09235,428.74216,2394.7024,102.27138,173161.16,120435.375,981596.2,38791.992,-76.307625,2.5545993,-70.74798,-84.04442,1284.685056
112,-190018940,-114055917.8,-544909481,125367.195,147698.0248,11695.24117,9359.732,9359.732,9359.732,848055,1616328.9,7504.911504,14303.79535,29977792,1095585.9,37375132,28456180,8.09219E+11,1.08249E+12,7.07083E+12,1.68366E+11,413.30655,343.6304,2485.1177,105.28805,164037.52,110617.1,858942.6,42110.707,-74.297516,2.4093425,-67.75722,-80.17641,1296.36079
113,-246526450,-115118995.6,-603965373.5,129132.87,151398.8423,12046.53305,130450.086,130450.086,130450.086,855429,1746779,7503.763158,15322.62281,29854850,842245.56,35531496,28657792,8.41576E+11,9.94581E+11,5.42785E+12,1.52437E+11,459.09705,554.6029,5616.735,104.8689,179296.14,154384.72,1129392.4,45122.05,-73.40015,2.3429127,-66.479645,-81.28821,1307.030875
114,-191488850,-115615730,-543108916.2,90840.6,113041.9216,8474.327955,21087.85,21087.85,21087.85,863234,1767866.9,7506.382609,15372.75543,29899246,894416.6,35103652,28644160,8.2237E+11,9.45842E+11,6.36138E+12,1.60393E+11,396.00406,289.02454,1792.9375,108.0076,202148.55,206999.53,1694293.9,33296.426,-69.39979,2.6495922,-61.53493,-77.044586,1318.1017
115,-291882050,-113514451.6,-649362596.3,414274.78,436411.6572,38646.82036,168201.38,168201.38,168201.38,873309,1936068.1,7528.525862,16690.24246,29941258,662044.9,32501264,28852558,7.72059E+11,9.26928E+11,4.83294E+12,1.50828E+11,417.9289,332.89218,2104.2427,124.42506,187916.05,180277.84,1281768.8,43517.625,-69.12056,2.644441,-61.948235,-76.790665,1328.689905
116,-208587140,-112209397.3,-558143787.8,59826.48,81899.1184,5581.086121,28576.441,28576.441,28576.441,882326,1964644.6,7541.247863,16791.8344,29986110,899002.7,37176376,28875396,8.94471E+11,1.10832E+12,5.62366E+12,1.49542E+11,342.44946,264.56943,1667.7799,75.95247,186575.8,145538.92,922918.94,47498.383,-70.40461,2.7029874,-63.179604,-76.61377,1339.83076
117,-282048420,-110174068.8,-635459943.9,38701.31,60709.91446,3610.363573,141239.23,141239.23,141239.23,892725,2105883.8,7565.466102,17846.47246,30050264,756141.7,33864140,28798884,8.97398E+11,1.06837E+12,5.14601E+12,1.75587E+11,399.05878,361.21655,2613.6907,82.205444,172002.28,117724.31,779981.6,48159.824,-68.71867,2.4232488,-62.388374,-75.16487,1349.982838
118,-236273120,-108544737.9,-584594578.6,6698.5668,28643.34158,624.8951668,21447.738,21447.738,21447.738,904949,2127331.5,7604.613445,17876.73529,30265818,740207.44,32901520,29014060,7.5228E+11,9.46112E+11,4.9554E+12,1.66641E+11,328.92703,235.379,1370.4519,92.242,153353.31,97030.836,738678.25,44556.39,-69.39897,2.5530436,-63.413162,-76.97809,1361.064664
119,-208923440,-105833978.6,-553546595,16889.472,38770.62071,1575.583216,4414.5234,4414.5234,4414.5234,915471,2131746.2,7628.925,17764.55208,30310388,652868.9,34331210,28919834,8.59401E+11,9.52555E+11,3.82019E+12,1.75725E+11,354.70148,269.29327,1546.9692,105.521835,152988.08,107997.125,743974.1,47464.46,-69.606735,2.7826056,-62.20825,-77.29441,1372.400543
120,-223853060,-102838640.5,-567960751.2,20544.254,42361.97959,1916.53012,28332.676,28332.676,28332.676,926227,2160078.8,7654.768595,17851.8905,30408326,715181.6,32659188,29097930,8.25347E+11,9.87374E+11,5.62669E+12,1.67795E+11,342.3975,277.10062,2185.8877,113.62679,170619.66,109174.7,712251.8,58460.664,-71.83221,2.8383944,-63.640205,-79.02809,1383.340965
121,-189742780,-96404233.43,-529660853.6,53524.13,75278.63477,4993.153184,0,0,0,935245,2160078.8,7665.942623,17705.56352,30583188,808796.06,35247628,29108886,8.59815E+11,1.10766E+12,6.53128E+12,1.4441E+11,328.0626,252.53445,1544.1747,77.2316,145065.73,93954.82,607363.75,48772.793,-73.11643,2.545703,-67.3987,-80.739815,1394.536873
122,-182885180,-92288256.92,-520668079.5,93781.945,115473.4306,8748.719826,320.27228,320.27228,320.27228,943619,2160399,7671.699187,17564.21951,30550458,676347.4,33556836,29391276,7.745E+11,9.1824E+11,4.64023E+12,1.59106E+11,310.3407,249.25967,1483.3103,90.93987,164468.78,101573.86,718033,45704.336,-73.74689,3.0106823,-64.0436,-81.03195,1405.890774
123,-155907150,-82567343.39,-490052138.7,38587.705,60216.37248,3599.765603,742.86224,742.86224,742.86224,949400,2161142,7656.451613,17428.56452,30685522,1002421.7,37812664,29340518,7.24122E+11,8.56032E+11,5.74798E+12,1.64245E+11,279.72372,199.8521,1205.6019,71.77688,163085.19,91029.484,685154.56,48216.9,-72.129036,3.4407716,-63.16643,-85.69217,1417.494024
124,-152395500,-77419310.4,-484672636.3,54067.766,75633.81572,5043.86784,339.28558,339.28558,339.28558,954918,2161481.2,7639.344,17291.85,30793972,797614.2,34357292,29399614,7.4134E+11,1.04672E+12,5.77029E+12,1.62629E+11,282.4464,226.6901,1341.3008,83.563095,154264.31,85632.04,611863.9,56895.668,-66.7271,2.7525945,-59.162926,-75.27979,1428.805614
125,-145189820,-68843033.23,-475329708.5,106446.64,127950.2717,9930.182507,0,0,0,959759,2161481.2,7617.134921,17154.6131,30755672,876985.3,34771856,29330292,8.38288E+11,1.0258E+12,5.40677E+12,1.75383E+11,279.6935,208.74344,1439.216,84.61084,160612.44,91821.64,541875.75,53627.504,-69.01335,3.2247968,-60.6109,-79.23534,1440.015488
126,-128939180,-62803812.96,-456270596.3,56327.438,77768.85078,5254.667874,0,0,0,963055,2161481.2,7583.110236,17019.5374,30541036,752998.25,34131210,29167424,8.14883E+11,1.14881E+12,9.19613E+12,1.49499E+11,267.80966,196.4535,1425.4564,84.44136,144358.05,86759.48,882379.06,37206.22,-64.309685,2.493386,-56.612686,-71.21002,1452.298994
127,-138271380,-58381950.68,-464723183.5,9369.278,30748.67033,874.0401811,127.73198,127.73198,127.73198,967272,2161609,7556.8125,16887.57031,30703892,652566.56,33486572,29485232,7.72492E+11,9.19277E+11,5.66048E+12,1.59048E+11,276.6214,201.0898,1137.939,85.769226,135618.02,70449.35,702946.3,50492.41,-74.14981,4.332068,-61.5996,-84.39238,1463.973133
